nome,genero,data_nascimento,presenca_plenario,ausencia_plenario,ausencia_justificada_plenario,presenca_comissao,ausencia_comissao,ausencia_justificada_comissao,gasto_total_par,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,gasto_total_gab,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab,salario_bruto,quant_viagem
VALMIR CARLOS DA ASSUNÇÃO,M,17/12/1964,83,9,7,13,11,2,"360.983,20","44.395,14","45.660,00","44.131,60","48.258,75","36.050,94","38.814,68","34.071,61","34.806,12","17.856,95","16.825,48","111,93",0,"1.102.047,27","111.617,19","111.476,50","111.476,50","111.617,19","111.617,19","110.585,18","104.425,66","106.305,67","111.392,75","111.392,75",0,0,"33.763,00",0
VANDER LUIZ DOS SANTOS LOUBET,M,22/01/1964,87,5,3,13,10,1,"316.540,60","49.425,10","33.639,23","37.451,17","39.976,96","41.545,38","38.451,69","27.215,78","9.051,50","4.247,41","34.985,54","550,84",0,"1.102.777,75","107.579,85","107.298,47","107.298,47","110.642,16","111.659,80","111.659,80","111.659,80","111.659,80","111.659,80","111.659,80",0,0,"33.763,00",0
VANDERLEI MACRIS,M,20/05/1950,83,9,4,24,15,5,"387.000,21","58.359,31","41.010,69","35.983,56","33.429,65","34.362,74","43.973,37","39.405,44","37.712,64","27.149,77","35.230,92","382,12",0,"1.100.112,80","109.269,77","111.586,33","111.586,33","111.659,71","111.659,71","111.659,71","107.850,57","109.854,64","109.269,77","108.848,68",0,0,"33.763,00",0
VICENTE PAULO DA SILVA,M,08/04/1956,83,9,7,19,16,2,"294.730,15","13.501,99","33.730,27","71.585,86","35.951,02","45.465,67","34.562,44","36.569,02","17.307,06","5.656,42","400,40","0,00",0,"1.115.080,20","111.508,02","111.508,02","111.508,02","111.508,02","111.508,02","111.508,02","111.508,02","111.508,02","111.508,02","111.508,02",0,0,"33.763,00",0
FRANCISCO VAIDON OLIVEIRA,M,02/04/1975,54,7,4,3,10,2,"211.367,31","23.778,48","42.615,45","43.405,02","40.762,03","60.084,33","222,00",0,0,0,"200,00","300,00",0,"1.095.274,98","111.635,46","111.028,88","111.028,88","109.585,62","105.419,03","105.124,91","111.562,77","111.562,77","111.562,77","106.932,00",0,0,"33.763,00",0
NELSI COGUETTO MARIA,M,01/03/1959,85,7,3,16,3,0,"355.234,84","40.396,46","36.014,91","46.849,79","40.603,35","52.721,83","37.782,35","27.881,30","18.738,35","27.472,39","25.059,43","1.714,68",0,"1.097.570,35","110.519,15","109.428,11","109.428,11","104.631,08","109.592,25","110.331,11","110.331,11","110.588,22","111.659,52","111.659,52",0,0,"33.763,00",0
WAGNER BACH MARTINS,M,03/06/1982,82,10,2,16,16,6,"237.492,49","13.175,53","18.160,99","85.161,64","31.772,02","23.536,01","37.453,18","15.004,74","9.785,52","2.972,47","470,39","0,00",0,"1.110.283,01","111.032,85","110.051,36","110.051,36","111.574,66","111.574,66","111.324,34","111.574,66","111.574,66","111.574,66","111.574,66",0,0,"33.763,00",0
VILSON LUIZ DA SILVA,M,01/05/1957,88,4,3,59,4,2,"244.199,02","13.864,38","12.202,47","12.981,84","35.640,68","38.383,43","48.646,12","35.184,80","19.061,99","16.192,22","11.829,03","212,06",0,"1.038.806,07","100.801,90","99.965,01","99.965,01","103.710,64","110.925,72","105.055,83","105.194,90","109.355,65","108.535,78","94.458,74",0,0,"33.763,00",0
VICENTE ALVES DE OLIVEIRA JUNIOR,M,11/04/1985,69,23,0,15,23,0,"407.540,10","37.276,44","39.572,89","42.368,97","39.808,60","30.327,75","41.871,00","42.317,27","33.618,36","50.378,82","50.000,00","0,00",0,"1.070.076,38","111.477,70","111.497,27","111.497,27","111.034,88","111.354,02","111.014,26","108.081,62","98.361,27","100.031,52","96.342,33",0,0,"33.763,00",0
VINICIUS LAZZER POIT,M,31/01/1986,86,6,5,25,8,4,"170.973,90","18.431,82","19.119,82","20.091,36","22.529,20","18.953,40","13.634,91","18.453,31","20.492,33","19.267,75","0,00","0,00",0,"653.485,14","68.524,60","68.191,96","68.191,96","63.479,21","70.848,78","70.848,78","70.848,78","56.804,65","51.380,32","64.864,36",0,0,"33.763,00",0
WALTER PEREIRA ALVES,M,27/02/1980,77,15,8,9,12,4,"317.645,88","16.275,45","52.068,25","43.693,12","58.063,77","58.625,31","36.037,87","19.606,30","21.869,88","3.382,11","7.812,68","211,14",0,"1.110.706,61","109.243,61","111.338,08","111.338,08","111.338,08","111.338,08","111.338,08","111.338,08","111.338,08","111.338,08","111.338,08",0,0,"33.763,00",0
VINICIUS MEDEIROS FARAH,M,21/06/1965,47,21,3,12,34,5,"199.881,08",0,0,0,"8.158,18","63.507,53","16.857,35","26.990,19","4.635,32","3,53","79.047,89","681,09",0,"685.910,01","0,00","0,00","0,00","55.157,49","80.703,13","106.463,12","111.562,45","109.355,91","111.374,46","111.293,45",0,0,"33.763,00",0
VINICIUS RAPOZO DE CARVALHO,M,07/01/1966,79,13,13,9,15,5,"334.073,79","41.672,56","39.581,43","57.042,94","42.691,74","36.753,20","39.290,07","35.365,86","18.744,31","15.161,03","7.367,26","403,39",0,"1.063.351,76","103.616,36","103.616,36","103.616,36","103.616,36","104.709,37","105.399,70","107.051,56","110.786,16","110.786,16","110.153,37",0,0,"33.763,00",1
WELITON FERNANDES PRADO,M,24/08/1975,90,2,2,96,31,8,"215.735,14","45.629,83","47.215,79","38.327,43","43.865,45","23.458,59","9.586,59","1.947,66","5.313,92","389,88","0,00","0,00",0,"1.100.802,77","103.167,75","111.253,88","111.253,88","110.595,57","111.288,73","111.345,91","110.034,83","111.544,46","111.082,65","111.571,47",0,0,"33.763,00",0
VITOR LIPPI,M,18/05/1959,89,3,0,31,12,0,"318.109,70","24.259,78","32.569,74","36.922,21","49.406,16","47.864,03","26.402,16","27.593,94","26.251,12","26.683,06","19.959,50","198,00",0,"1.029.677,80","101.487,37","102.816,16","102.816,16","107.061,86","107.511,90","107.668,44","100.367,15","100.425,85","100.425,85","100.425,85",0,0,"33.763,00",0
JOSÉ WELLINGTON ROBERTO,M,19/05/1959,64,28,27,0,26,10,"360.271,30","25.689,37","50.571,50","45.460,46","46.200,51","47.674,96","32.937,83","37.926,77","12.640,71","33.901,72","27.267,47","0,00",0,"1.108.253,01","111.507,89","110.523,07","110.523,07","107.146,56","110.382,39","111.153,65","111.507,89","111.507,89","111.507,89","111.507,89",0,0,"33.763,00",0
WALDENOR ALVES PEREIRA FILHO,M,08/03/1954,84,8,8,32,20,2,"274.521,99","29.031,76","42.754,83","49.047,12","41.518,06","42.594,78","26.126,51","17.743,64","6.816,73","7.094,89","11.213,89","579,78",0,"1.107.206,78","111.659,64","111.659,64","111.659,64","110.105,78","110.466,03","110.331,21","110.331,21","110.331,21","110.331,21","110.331,21",0,0,"33.763,00",0
